時間,x,y,z,voltage(V),current(A),power(W),energy(Wh),frequency(Hz),powerfactor,alarm,異常分數,錯誤訊息
2023-10-07 00:11:04,37,-7967,-67,123.4,4.754,90.1,17518.0,60.0,0.15,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:05,-132,-8147,-24,123.4,4.008,6.4,17518.0,60.0,0.01,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:06,114,-8124,-21,123.4,4.008,6.4,17518.0,60.0,0.01,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:07,-13,-8039,-17,123.4,4.016,5.4,17518.0,60.0,0.01,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:08,-3,-8075,-188,123.4,4.063,6.5,17518.0,60.0,0.01,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:09,-36,-8080,-65,123.4,4.021,5.7,17518.0,60.0,0.01,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:10,0,-8087,-80,123.3,3.861,28.7,17518.0,60.0,0.06,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:11,83,-8088,118,123.3,3.985,11.7,17518.0,60.0,0.02,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:12,-1,-7171,-62,123.3,3.985,11.7,17518.0,59.9,0.02,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:13,-3,-8071,-80,123.3,4.06,12.5,17518.0,59.9,0.02,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:14,-16,-8091,12,123.72,4.794600000000001,70.67999999999999,17509.2,59.96,0.1,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:15,-22,-8056,-77,123.3,4.082,24.1,17518.0,59.9,0.05,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:16,74,-8065,-100,123.3,4.088,24.5,17518.0,59.9,0.05,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:17,-93,-7921,79,123.4,3.974,14.6,17518.0,59.9,0.03,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:18,-52,-8067,-75,123.4,3.868,28.6,17518.0,59.9,0.06,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」低於下界, 「power(W)」低於下界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」低於下界"
2023-10-07 00:11:19,196,-8318,298,123.3,9.635,517.9,17518.0,60.0,0.44,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」超過上界, 「power(W)」超過上界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」超過上界"
2023-10-07 00:11:20,-312,-8101,42,123.3,9.635,517.9,17518.0,60.0,0.44,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」超過上界, 「power(W)」超過上界, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」超過上界"
2023-10-07 00:11:21,244,-8132,388,123.3,6.117,172.8,17518.0,59.9,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:22,473,-8028,-71,123.3,6.1,171.7,17518.0,60.0,0.23,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:23,172,-8301,86,123.4,5.995,158.3,17518.0,60.0,0.21,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:24,-366,-7780,-118,123.4,6.012,161.3,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:25,-109,-8300,94,123.4,6.01,161.3,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:26,-427,-8179,-141,123.4,6.01,161.3,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:27,405,-8491,-300,123.3,6.004,161.7,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:28,392,-8103,-230,123.3,6.005,161.9,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:29,-42,-7909,183,123.5,6.011,162.0,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:30,-433,-7621,198,123.6,6.044600000000001,162.32,17529.0,59.92,0.216,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:31,-688,-8067,75,123.5,5.997,161.3,17518.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:32,-359,-7808,32,123.5,5.997,161.9,17519.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:33,213,-8056,-62,123.6,6.007,161.9,17519.0,60.0,0.22,0.0,99.99999999804744,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:34,694,-8353,-45,123.6,6.009,161.9,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:35,115,-8218,-271,123.6,6.009,160.5,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:36,703,-8728,-55,123.6,6.003,160.2,17519.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:37,133,-7837,-88,123.6,6.004,161.0,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:38,-1067,-7629,151,123.6,6.004,161.0,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:39,-917,-7615,-15,123.5,6.007,160.9,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:40,-554,-8024,95,123.5,6.005,162.6,17519.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:41,-625,-7853,-145,123.5,6.009,161.6,17519.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:42,6,-8409,60,123.6,6.002,159.8,17519.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:43,574,-8304,238,123.6,6.001,159.0,17519.0,60.0,0.21,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:44,469,-7869,-244,123.6,6.001,159.0,17519.0,60.0,0.21,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:45,-183,-7870,-150,123.6,6.001,158.9,17519.0,60.0,0.21,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:46,-581,-7828,257,123.73999999999998,6.0588,163.83999999999995,17531.8,59.94000000000001,0.2179999999999999,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:47,-455,-7738,131,123.6,6.004,160.0,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:48,-494,-7800,-328,123.6,6.014,160.9,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:49,450,-7846,-329,123.6,6.014,160.3,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:50,310,-8708,232,123.6,6.002,159.1,17519.0,60.0,0.21,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:51,511,-8351,-80,123.6,6.002,162.2,17519.0,60.0,0.22,0.0,99.99999999909905,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:52,900,-7937,-68,123.6,6.002,162.2,17519.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:53,96,-8137,-362,123.6,6.006,161.3,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:54,-895,-7852,323,123.6,6.001,161.4,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:55,-970,-8123,87,123.6,6.009,161.6,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:56,-567,-8254,168,123.7,6.009,160.9,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:57,-307,-7929,-13,123.7,6.008,160.5,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:58,656,-8618,47,123.7,6.008,160.5,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:11:59,1048,-8150,-28,123.6,6.014,161.7,17520.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:00,231,-8254,-368,123.6,6.006,160.5,17520.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:01,102,-8012,366,123.66,6.0984,168.52,17522.2,59.96,0.2239999999999999,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:02,-429,-7996,-47,123.6,6.016,162.2,17520.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:03,-536,-7996,22,123.6,6.007,161.6,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:04,-169,-7723,324,123.7,6.006,160.0,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:05,-28,-8388,-238,123.7,6.006,160.0,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:06,55,-8020,-148,123.7,6.007,160.6,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:07,438,-8509,-109,123.7,6.007,160.8,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:08,-189,-7695,-291,123.6,6.008,161.1,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:09,-173,-7897,0,123.6,6.012,162.9,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:10,-839,-7799,252,123.6,6.012,162.9,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:11,-493,-7884,38,123.6,6.014,162.5,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:12,169,-7787,-146,123.6,6.011,162.4,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:13,565,-8154,-160,123.6,6.011,161.7,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:14,423,-8338,92,123.6,6.003,161.3,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:15,549,-7966,-556,123.6,6.006,160.2,17520.0,59.9,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:16,795,-8088,-250,123.6,6.006,160.2,17520.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:17,-672,-8256,24,123.61999999999998,5.998400000000001,158.0,17525.4,60.0,0.214,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:18,-919,-7571,105,123.6,5.999,160.3,17521.0,60.0,0.22,0.0,100.0,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
2023-10-07 00:12:19,-931,-8090,186,123.5,6.004,160.3,17521.0,59.9,0.22,0.0,99.99788404900728,"「x」無異常狀況, 「y」無異常狀況, 「z」無異常狀況, 「voltage(V)」無異常狀況, 「current(A)」無異常狀況, 「power(W)」無異常狀況, 「energy(Wh)」無異常狀況, 「frequency(Hz)」無異常狀況, 「powerfactor」無異常狀況"
